"FEATURE_ID","FEATURE_NAME","FEATURE_CLASS","STATE_ALPHA","STATE_NUMERIC","COUNTY_NAME","COUNTY_NUMERIC","PRIMARY_LAT_DMS","PRIM_LONG_DMS","PRIM_LAT_DEC","PRIM_LONG_DEC","SOURCE_LAT_DMS","SOURCE_LONG_DMS","SOURCE_LAT_DEC","SOURCE_LONG_DEC","ELEV_IN_M","ELEV_IN_FT","MAP_NAME","DATE_CREATED","DATE_EDITED","Town","Address"
980026,"Academy Heights School","School","NC",37,"Moore",125,"351239N","0792903W",35.210712,-79.4841984,NA,NA,NA,NA,137,449,"Southern Pines","6/17/1980","","West End","143 Douglas Ave, West End, NC 27376, USA"
980028,"Acme Delco Middle School","School","NC",37,"Columbus",47,"341858N","0781257W",34.3160194,-78.2159139,NA,NA,NA,NA,18,59,"Acme","6/17/1980","4/28/2015","Delco","26133 Andrew Jackson Hwy, Delco, NC 28436, USA"
980031,"Acorn Ridge Church","Church","NC",37,"Moore",125,"352746N","0793639W",35.4626432,-79.6108627,NA,NA,NA,NA,163,535,"Robbins","6/17/1980","","Robbins","299 Acorn Ridge Rd, Robbins, NC 27325, USA"
980042,"Adams Creek School","School","NC",37,"Craven",49,"345517N","0764100W",34.9212723,-76.6832645,NA,NA,NA,NA,2,7,"Merrimon","6/17/1980","","Havelock","101 Belangia Rd, Havelock, NC 28532, USA"
980047,"Adams Elementary School","School","NC",37,"Wake",183,"354637N","0784544W",35.7769127,-78.762189,NA,NA,NA,NA,137,449,"Cary","6/17/1980","8/4/2015","Cary","805 Cary Towne Blvd, Cary, NC 27511, USA"
980048,"Adams School","School","NC",37,"Person",145,"362335N","0785644W",36.3929189,-78.9455649,NA,NA,NA,NA,222,728,"Roxboro","6/17/1980","","Roxboro","2075 Mountain Rd, Roxboro, NC 27574, USA"
980052,"Adcock Crossroads","Populated Place","NC",37,"Vance",181,"361947N","0782118W",36.3295908,-78.3549963,NA,NA,NA,NA,154,505,"Vicksboro","6/17/1980","","Henderson","100-132 Carey Chapel Rd, Henderson, NC 27537, USA"
980061,"Afton","Populated Place","NC",37,"Warren",185,"362020N","0781258W",36.3387584,-78.2161046,NA,NA,NA,NA,132,433,"Afton","6/17/1980","","Norlina","US-401, Norlina, NC 27563, USA"
980070,"Airy Grove School","School","NC",37,"Lenoir",107,"352139N","0773301W",35.3607185,-77.5502461,NA,NA,NA,NA,22,72,"Kinston","6/17/1980","","Kinston","1752 Hugo Rd, Kinston, NC 28501, USA"
980071,"Akers School","School","NC",37,"Halifax",83,"362751N","0773904W",36.4640396,-77.6510908,NA,NA,NA,NA,49,161,"Roanoke Rapids","6/17/1980","","Roanoke Rapids","174 E 5th St, Weldon, NC 27890, USA"
980076,"Albertson","Populated Place","NC",37,"Duplin",61,"350652N","0774908W",35.1143307,-77.8188683,NA,NA,NA,NA,44,144,"Albertson","6/17/1980","","Albertson","NC-111, Albertson, NC 28508, USA"
980077,"Albertson Tabernacle","Church","NC",37,"Duplin",61,"350738N","0774735W",35.1271082,-77.7930338,NA,NA,NA,NA,45,148,"Seven Springs","6/17/1980","","Albertson","Unnamed Road, Albertson, NC 28508, USA"
980080,"Albrittons","Populated Place","NC",37,"Lenoir",107,"351153N","0773954W",35.1979411,-77.6649724,NA,NA,NA,NA,25,82,"Deep Run","6/17/1980","","Kinston","1021 NC-11 S, Kinston, NC 28504, USA"
980086,"Aleo Church","Church","NC",37,"Richmond",153,"345519N","0794616W",34.9218204,-79.7711684,NA,NA,NA,NA,84,276,"Rockingham","6/17/1980","","Rockingham","108-150 N School St, Rockingham, NC 28379, USA"
980087,"Alert","Populated Place","NC",37,"Franklin",69,"361352N","0781321W",36.2309822,-78.222493,NA,NA,NA,NA,121,397,"Gold Sand","6/17/1980","","Warrenton","1-41 Mount Grove Church Ln, Warrenton, NC 27589, USA"
980102,"Allen Chapel","Church","NC",37,"Sampson",163,"344603N","0781424W",34.7673926,-78.2399956,NA,NA,NA,NA,32,105,"Delway","6/17/1980","","Garland","2294 Herring Rd, Rose Hill, NC 28458, USA"
980103,"Allen Chapel","Church","NC",37,"Scotland",165,"344657N","0793042W",34.7823822,-79.5117156,NA,NA,NA,NA,73,239,"Gibson","6/17/1980","","Laurinburg","12201 Pankeytown Rd, Laurinburg, NC 28352, USA"
980105,"Allen Chapel","Church","NC",37,"Person",145,"362825N","0785714W",36.4734741,-78.9538991,NA,NA,NA,NA,156,512,"Roxboro","6/17/1980","","Roxboro","201 Allens Chapel Church Rd, Roxboro, NC 27574, USA"
980109,"Allen Grove","Populated Place","NC",37,"Halifax",83,"361820N","0773840W",36.3054301,-77.6444203,NA,NA,NA,NA,40,131,"Darlington","6/17/1980","","Halifax","18577 NC-561, Halifax, NC 27839, USA"
980110,"Allen Grove Church","Church","NC",37,"Halifax",83,"361823N","0773731W",36.3062636,-77.6252535,NA,NA,NA,NA,42,138,"Darlington","6/17/1980","","Halifax","17419-17531 NC-561, Halifax, NC 27839, USA"
980119,"Allens Chapel","Church","NC",37,"Orange",135,"360241N","0790842W",36.0445846,-79.1450137,NA,NA,NA,NA,193,633,"Efland","6/17/1980","","Hillsborough","2515-2803 Moorefields Rd, Hillsborough, NC 27278, USA"
980121,"Allens Church","Church","NC",37,"Franklin",69,"360613N","0782744W",36.1034829,-78.4622211,NA,NA,NA,NA,128,420,"Franklinton","6/17/1980","","Franklinton","212 W Green St, Franklinton, NC 27525, USA"
980123,"Allensville High School (historical)","School","NC",37,"Person",145,"362416N","0785407W",36.404308,-78.9019529,NA,NA,NA,NA,182,597,"Roxboro","1/1/2000","","Roxboro","724 Gentry Ridge Rd, Roxboro, NC 27574, USA"
980150,"Alpine Church","Church","NC",37,"Sampson",163,"344017N","0781314W",34.6712806,-78.2205512,NA,NA,NA,NA,24,79,"Harrells","6/17/1980","","Harrells","8636 Ivanhoe Rd, Harrells, NC 28444, USA"
980152,"Alston Chapel","Church","NC",37,"Moore",125,"353010N","0792232W",35.5026491,-79.3755784,NA,NA,NA,NA,101,331,"Bear Creek","6/17/1980","","Sanford","884 Haw Branch Rd, Sanford, NC 27330, USA"
980153,"Alston Chapel","Church","NC",37,"Chatham",37,"354234N","0791318W",35.7093123,-79.2216827,NA,NA,NA,NA,141,463,"Pittsboro","6/17/1980","","Pittsboro","1832 Alston Chapel Rd, Pittsboro, NC 27312, USA"
980154,"Alston Grove Church","Church","NC",37,"Orange",135,"355348N","0791224W",35.8965307,-79.2066815,NA,NA,NA,NA,163,535,"White Cross","6/17/1980","","Chapel Hill","5209 Old Greensboro Rd, Chapel Hill, NC 27516, USA"
980158,"Alum Springs Church","Church","NC",37,"Duplin",61,"350428N","0775401W",35.0743314,-77.9002605,NA,NA,NA,NA,44,144,"Summerlins Crossroads","6/17/1980","","Mt Olive","133 Alum Springs Rd, Mt Olive, NC 28365, USA"
980159,"Ame Church","Church","NC",37,"Brunswick",19,"341335N","0780002W",34.2262811,-78.0005458,NA,NA,NA,NA,7,23,"Winnabow","6/17/1980","","Leland","10051 Blackwell Rd SE, Leland, NC 28451, USA"
980160,"Amelia Church","Church","NC",37,"Johnston",101,"353814N","0782944W",35.6370999,-78.4955591,NA,NA,NA,NA,103,338,"Clayton","6/17/1980","","Clayton","1696 Amelia Church Rd, Clayton, NC 27520, USA"
980162,"Amis Chapel","Church","NC",37,"Granville",77,"363123N","0784357W",36.5229189,-78.732505,NA,NA,NA,NA,141,463,"Nelson","6/17/1980","","Oxford","9270-9312 Amis Chapel Rd, Oxford, NC 27565, USA"
980163,"Amity Church","Church","NC",37,"Pamlico",137,"350249N","0765247W",35.0468278,-76.8796618,NA,NA,NA,NA,10,33,"Upper Broad Creek","6/17/1980","","Grantsboro","7022 Neuse Rd, Grantsboro, NC 28529, USA"
980175,"Anderson Church","Church","NC",37,"Harnett",85,"351814N","0784955W",35.3037725,-78.8319672,NA,NA,NA,NA,83,272,"Bunnlevel","6/17/1980","","Linden","3009 McLean Chapel Church Rd, Bunnlevel, NC 28323, USA"
980180,"Anderson Creek Church","Church","NC",37,"Harnett",85,"351521N","0785104W",35.2557175,-78.8511358,NA,NA,NA,NA,40,131,"Bunnlevel","6/17/1980","","Linden","1680 Will Lucas Rd, Linden, NC 28356, USA"
980181,"Anderson Creek School","School","NC",37,"Harnett",85,"351700N","0785501W",35.2832164,-78.9169696,NA,NA,NA,NA,75,246,"Anderson Creek","6/17/1980","","Spring Lake","836 Anderson Creek School Rd, Bunnlevel, NC 28323, USA"
980184,"Andrew Chapel","Church","NC",37,"Brunswick",19,"335549N","0783633W",33.9301719,-78.6091797,NA,NA,NA,NA,10,33,"Calabash","6/17/1980","","Calabash","1099 Hickman Rd NW, Calabash, NC 28467, USA"
980187,"Andrews Chapel","Church","NC",37,"Sampson",163,"345529N","0782837W",34.9246143,-78.47695,NA,NA,NA,NA,38,125,"Bonnetsville","6/17/1980","","Roseboro","5557 Fleet Cooper Rd, Roseboro, NC 28382, USA"
980188,"Andrews Chapel","Church","NC",37,"Sampson",163,"345732N","0781533W",34.9587785,-78.2591631,NA,NA,NA,NA,43,141,"Clinton South","6/17/1980","","Clinton","2541 Reedsford Rd, Clinton, NC 28328, USA"
980189,"Andrews Chapel","Church","NC",37,"Durham",63,"355559N","0784625W",35.9329253,-78.7736167,NA,NA,NA,NA,142,466,"Southeast Durham","6/17/1980","","Durham","6702 Leesville Rd, Durham, NC 27703, USA"
980193,"Angier","Populated Place","NC",37,"Harnett",85,"353026N","0784421W",35.5071045,-78.7391813,NA,NA,NA,NA,89,292,"Angier","6/17/1980","3/20/2008","Angier","12 E Depot St, Angier, NC 27501, USA"
980209,"Antioch Church","Church","NC",37,"Pender",141,"342735N","0775709W",34.4596114,-77.9524892,NA,NA,NA,NA,13,43,"Rocky Point","6/17/1980","","Rocky Point","2832-3110 Little Kelly Rd, Rocky Point, NC 28457, USA"
980212,"Antioch Church","Church","NC",37,"Pender",141,"344302N","0780359W",34.7171132,-78.0663774,NA,NA,NA,NA,20,66,"Wallace West","6/17/1980","","Willard","4620 Willard Rd, Willard, NC 28478, USA"
980217,"Antioch Church","Church","NC",37,"Craven",49,"345558N","0764008W",34.9326612,-76.6688196,NA,NA,NA,NA,2,7,"Merrimon","6/17/1980","","Havelock","5770 Adams Creek Rd, Havelock, NC 28532, USA"
980220,"Antioch Church","Church","NC",37,"Craven",49,"351007N","0770259W",35.1684937,-77.0496699,NA,NA,NA,NA,4,13,"Askin","6/17/1980","","New Bern","762 Antioch Rd, New Bern, NC 28560, USA"
980221,"Antioch Church","Church","NC",37,"Pamlico",137,"351017N","0764152W",35.1712787,-76.6977067,NA,NA,NA,NA,2,7,"Vandemere","6/17/1980","","Bayboro","4866 NC-304, Bayboro, NC 28515, USA"
980225,"Antioch Church","Church","NC",37,"Pamlico",137,"351812N","0763440W",35.3032226,-76.5777055,NA,NA,NA,NA,1,3,"Lowland","6/17/1980","","Lowland","5118 Lowland Rd, Lowland, NC 28552, USA"
980227,"Antioch Church","Church","NC",37,"Johnston",101,"352316N","0782157W",35.3876623,-78.3658356,NA,NA,NA,NA,46,151,"Four Oaks NE","6/17/1980","","Four Oaks","1270 Peach Orchard Rd, Four Oaks, NC 27524, USA"
980228,"Antioch Church","Church","NC",37,"Wayne",191,"352330N","0780647W",35.3915509,-78.1130476,NA,NA,NA,NA,28,92,"Northwest Goldsboro","6/17/1980","","Goldsboro","2306 Old Smithfield Rd, Goldsboro, NC 27530, USA"
980230,"Antioch Church","Church","NC",37,"Harnett",85,"352457N","0785547W",35.4157138,-78.9297433,NA,NA,NA,NA,101,331,"Mamers","6/17/1980","","Lillington","6802 Old US Hwy 421, Lillington, NC 27546, USA"
980232,"Antioch Church","Church","NC",37,"Chatham",37,"353310N","0792337W",35.552647,-79.3936333,NA,NA,NA,NA,120,394,"Bear Creek","6/17/1980","","Goldston","110 Mary Eliza Ln, Goldston, NC 27252, USA"
980233,"Antioch Church","Church","NC",37,"Chatham",37,"353704N","0791720W",35.6176472,-79.2889084,NA,NA,NA,NA,128,420,"Goldston","6/17/1980","","Goldston","234 Antioch Christian Church Rd, Goldston, NC 27252, USA"
980234,"Antioch Church","Church","NC",37,"Johnston",101,"354136N","0781440W",35.6932129,-78.244442,NA,NA,NA,NA,82,269,"Stancils Chapel","6/17/1980","","Middlesex","4210-4302 Antioch Church Rd, Middlesex, NC 27557, USA"
980236,"Antioch Church","Church","NC",37,"Wake",183,"355024N","0783003W",35.8398735,-78.5008342,NA,NA,NA,NA,95,312,"Raleigh East","6/17/1980","","Raleigh","7801 Buffaloe Rd, Raleigh, NC 27616, USA"
980238,"Antioch Church","Church","NC",37,"Orange",135,"355353N","0791122W",35.8979199,-79.1894589,NA,NA,NA,NA,170,558,"White Cross","6/17/1980","","Chapel Hill","1817-2301 White Cross Rd, Chapel Hill, NC 27516, USA"
980244,"Antioch Church","Church","NC",37,"Halifax",83,"361637N","0774603W",36.2768179,-77.7674776,NA,NA,NA,NA,61,200,"Aurelian Springs","6/17/1980","","Enfield","3736-4314 Heathsville Rd, Enfield, NC 27823, USA"
980245,"Antioch Church","Church","NC",37,"Granville",77,"361702N","0783300W",36.2837567,-78.5500003,NA,NA,NA,NA,140,459,"Oxford","6/17/1980","","Oxford","5048 State Rd 1600, Oxford, NC 27565, USA"
980247,"Antioch Baptist Church","Church","NC",37,"Person",145,"361915N","0785743W",36.3206967,-78.9619537,NA,NA,NA,NA,187,614,"Timberlake","1/1/2000","","Roxboro","677 Antioch Church Rd, Timberlake, NC 27583, USA"
980253,"Antioch Church","Church","NC",37,"Warren",185,"363224N","0775645W",36.5398699,-77.9458239,NA,NA,NA,NA,89,292,"Gasburg","6/17/1980","","Littleton","NC-903, Littleton, NC 27850, USA"
980271,"Arba","Populated Place","NC",37,"Greene",79,"352405N","0774208W",35.4012729,-77.7021975,NA,NA,NA,NA,36,118,"Snow Hill","6/17/1980","","Snow Hill","3752-3862 Hull Rd, Snow Hill, NC 28580, USA"
980279,"Archer Lodge","Populated Place","NC",37,"Johnston",101,"354139N","0782232W",35.6940442,-78.3755557,NA,NA,NA,NA,103,338,"Clayton","6/17/1980","1/12/2011","Clayton","13961 Buffalo Rd, Clayton, NC 27527, USA"
980295,"Artesia","Populated Place","NC",37,"Columbus",47,"341921N","0783430W",34.3223912,-78.5750117,NA,NA,NA,NA,19,62,"Lake Waccamaw West","6/17/1980","","Hallsboro","31 Artesia Rd, Hallsboro, NC 28442, USA"
980296,"Artesia School","School","NC",37,"Columbus",47,"341840N","0783444W",34.3110022,-78.5789008,NA,NA,NA,NA,17,56,"Lake Waccamaw West","6/17/1980","","Hallsboro","1337 Giles Byrd Rd, Hallsboro, NC 28442, USA"
980299,"Asbury","Populated Place","NC",37,"Chatham",37,"353630N","0791159W",35.608205,-79.1997406,NA,NA,NA,NA,117,384,"Colon","6/17/1980","","Sanford","360 Walter Bright Rd, Sanford, NC 27330, USA"
980328,"Ashley Chapel","Church","NC",37,"Richmond",153,"345349N","0794642W",34.8968209,-79.7783915,NA,NA,NA,NA,106,348,"Rockingham","6/17/1980","","Rockingham","368 Mizpah Rd, Rockingham, NC 28379, USA"
980331,"Ashley Chapel School","School","NC",37,"Richmond",153,"345350N","0794704W",34.8970986,-79.7845027,NA,NA,NA,NA,103,338,"Rockingham","6/17/1980","","Rockingham","296 Mizpah Rd, Rockingham, NC 28379, USA"
980333,"Ashley Grove Church","Church","NC",37,"Vance",181,"362433N","0782245W",36.4090339,-78.3791635,NA,NA,NA,NA,107,351,"Townsville","6/17/1980","","Henderson","2421 Nutbush Rd, Henderson, NC 27537, USA"
980334,"Ashley Grove Church","Church","NC",37,"Warren",185,"362522N","0775955W",36.4226486,-77.9986014,NA,NA,NA,NA,108,354,"Littleton","6/17/1980","","Littleton","2936 US-158, Macon, NC 27551, USA"
980346,"Askin","Populated Place","NC",37,"Craven",49,"351314N","0770400W",35.2204388,-77.0666149,NA,NA,NA,NA,5,16,"Askin","6/17/1980","","Ernul","1101-1161 Askins Bridge Rd, Ernul, NC 28527, USA"
980358,"Atkinson School","School","NC",37,"Pender",141,"343156N","0781159W",34.5321121,-78.1997189,NA,NA,NA,NA,20,66,"Atkinson","6/17/1980","","Atkinson","8055-8065 Slocum Trail, Atkinson, NC 28421, USA"
980364,"Auburn","Populated Place","NC",37,"Wake",183,"354136N","0783319W",35.6932091,-78.5552814,NA,NA,NA,NA,103,338,"Garner","6/17/1980","","Raleigh","4700 Gin St, Raleigh, NC 27610, USA"
980365,"Alderman School","School","NC",37,"New Hanover",129,"341222N","0775427W",34.2060036,-77.9074864,NA,NA,NA,NA,14,46,"Wilmington","6/17/1980","","Wilmington","2025 Independence Blvd, Wilmington, NC 28403, USA"
980366,"Augusta Church","Church","NC",37,"Wayne",191,"351839N","0780319W",35.3107186,-78.0552676,NA,NA,NA,NA,52,171,"Southwest Goldsboro","6/17/1980","","Dudley","599 Durham Lake Rd, Dudley, NC 28333, USA"
980378,"Autryville","Populated Place","NC",37,"Sampson",163,"345953N","0783833W",34.9979453,-78.6425144,NA,NA,NA,NA,32,105,"Autryville","6/17/1980","3/20/2008","Autryville","122 W Williams St, Autryville, NC 28318, USA"
980386,"Averys Grove Church","Church","NC",37,"Johnston",101,"353255N","0782854W",35.548492,-78.4816717,NA,NA,NA,NA,72,236,"Powhatan","6/17/1980","","Smithfield","2411 Freedom Rd, Smithfield, NC 27577, USA"
980389,"Aycock Church","Church","NC",37,"Wayne",191,"353503N","0775556W",35.5840484,-77.932207,NA,NA,NA,NA,39,128,"Fremont","6/17/1980","","Fremont","128 Aycock Church Rd, Fremont, NC 27830, USA"
980391,"Aycock High School","School","NC",37,"Wayne",191,"353036N","0775848W",35.5098826,-77.9799867,NA,NA,NA,NA,39,128,"Fremont","6/17/1980","","Pikeville","5460 US-117, Pikeville, NC 27863, USA"
980392,"Aycock Junior High School","School","NC",37,"Wake",183,"354657N","0783607W",35.7823736,-78.6019472,NA,NA,NA,NA,85,279,"Raleigh East","6/17/1980","","Raleigh","126 Clarendon Crescent, Raleigh, NC 27610, USA"
980394,"Aycock School","School","NC",37,"Orange",135,"361103N","0791010W",36.1843054,-79.1694598,NA,NA,NA,NA,220,722,"Cedar Grove","6/17/1980","","Cedar Grove","6116 Efland - Cedar Grove Rd, Hillsborough, NC 27278, USA"
980395,"Aycock School","School","NC",37,"Vance",181,"361908N","0781959W",36.3187578,-78.3330513,NA,NA,NA,NA,143,469,"Vicksboro","6/17/1980","","Henderson","2801 Vicksboro Rd, Henderson, NC 27537, USA"
980403,"Babbitts Chapel","Church","NC",37,"Halifax",83,"362430N","0775140W",36.4082051,-77.8610959,NA,NA,NA,NA,95,312,"Thelma","6/17/1980","","Littleton","5347 Wright Rd, Littleton, NC 27850, USA"
980422,"Bagley","Populated Place","NC",37,"Johnston",101,"353436N","0781010W",35.5765482,-78.169439,NA,NA,NA,NA,51,167,"Kenly West","6/17/1980","","Kenly","6700-6902 US-301, Kenly, NC 27542, USA"
980438,"Baileys Chapel Methodist Church","Church","NC",37,"Person",145,"363044N","0785802W",36.5120849,-78.967233,NA,NA,NA,NA,143,469,"Cluster Springs","1/1/2000","","Roxboro","5016 Woodsdale Rd, Roxboro, NC 27574, USA"
980446,"Baker Church","Church","NC",37,"Wayne",191,"351404N","0780541W",35.2343308,-78.0947133,NA,NA,NA,NA,48,157,"Mount Olive","6/17/1980","","Mt Olive","912 Baker Chapel Church Rd, Mt Olive, NC 28365, USA"
980449,"Baker School","School","NC",37,"Halifax",83,"360847N","0772257W",36.146267,-77.3824688,NA,NA,NA,NA,29,95,"Scotland Neck","6/17/1980","","Scotland Neck","1703 Bakers School Rd, Scotland Neck, NC 27874, USA"
980451,"Bakers Chapel","Church","NC",37,"Johnston",101,"352605N","0781336W",35.4346058,-78.2266634,NA,NA,NA,NA,39,128,"Princeton","6/17/1980","","Smithfield","2421C Bakers Chapel Rd, Smithfield, NC 27577, USA"
980467,"Bald Head Lighthouse","Locale","NC",37,"Brunswick",19,"335225N","0780002W",33.8735082,-78.0005446,NA,NA,NA,NA,3,10,"Cape Fear OE W","6/17/1980","","Southport","103 Light House Wynd, Bald Head Island, NC 28461, USA"
980511,"Baltimore Church","Church","NC",37,"Warren",185,"362150N","0780823W",36.3637589,-78.1397144,NA,NA,NA,NA,101,331,"Afton","6/17/1980","","Warrenton","167 Baltimore Church Rd, Warrenton, NC 27589, USA"
980517,"Banisters Chapel","Church","NC",37,"Wayne",191,"351106N","0780354W",35.1848866,-78.0649898,NA,NA,NA,NA,49,161,"Mount Olive","6/17/1980","","Mt Olive","425-459 Franklin St, Mt Olive, NC 28365, USA"
980525,"Banks Church","Church","NC",37,"Granville",77,"360921N","0783456W",36.1557028,-78.5822235,NA,NA,NA,NA,139,456,"Wilton","6/17/1980","","Franklinton","2674-2730 NC-96, Franklinton, NC 27525, USA"
980529,"Banner Chapel","Church","NC",37,"Johnston",101,"352213N","0783140W",35.3701626,-78.5277869,NA,NA,NA,NA,68,223,"Dunn","6/17/1980","","Benson","1771 NC-50, Benson, NC 27504, USA"
980536,"Barbecue","Populated Place","NC",37,"Harnett",85,"352010N","0790219W",35.3359916,-79.0386362,NA,NA,NA,NA,76,249,"Olivia","6/17/1980","","Sanford","14124-14226 NC-27, Sanford, NC 27332, USA"
980539,"Barbee School","School","NC",37,"Wake",183,"354744N","0783807W",35.7954291,-78.6352811,NA,NA,NA,NA,90,295,"Raleigh West","6/17/1980","","Raleigh","100-214 Poplar St, Raleigh, NC 27604, USA"
980540,"Barbees Church","Church","NC",37,"Durham",63,"355316N","0785925W",35.8876459,-78.9902874,NA,NA,NA,NA,76,249,"Southwest Durham","6/17/1980","","Chapel Hill","5916 Barbee Chapel Rd, Chapel Hill, NC 27517, USA"
980543,"Barbourton Church","Church","NC",37,"Johnston",101,"352902N","0783234W",35.4837718,-78.5427862,NA,NA,NA,NA,70,230,"Benson","6/17/1980","","Benson","436-920 Zacks Mill Rd, Benson, NC 27504, USA"
980544,"Barclaysville","Populated Place","NC",37,"Harnett",85,"352808N","0784139W",35.4687718,-78.6941808,NA,NA,NA,NA,102,335,"Coats","6/17/1980","","Angier","1233-1753 Langdon Rd, Angier, NC 27501, USA"
980553,"Barham","Populated Place","NC",37,"Wake",183,"355632N","0782415W",35.9420964,-78.4041648,NA,NA,NA,NA,112,367,"Rolesville","6/17/1980","","Wake Forest","5729-5801 Barham Siding Rd, Wake Forest, NC 27587, USA"
980560,"Barlow Vista Church","Church","NC",37,"Pender",141,"342652N","0773710W",34.4476677,-77.6194173,NA,NA,NA,NA,14,46,"Holly Ridge","6/17/1980","","Hampstead","22342-22360 US-17, Hampstead, NC 28443, USA"
980568,"Barnes Chapel","Church","NC",37,"Wayne",191,"352500N","0780503W",35.4165505,-78.0841576,NA,NA,NA,NA,39,128,"Northwest Goldsboro","6/17/1980","","Goldsboro","1108 Rosewood Rd, Goldsboro, NC 27530, USA"
980572,"Barnes Hill Church","Church","NC",37,"Nash",127,"355418N","0775447W",35.9048771,-77.9130388,NA,NA,NA,NA,55,180,"Nashville","6/17/1980","","Nashville","5592 West Mount Drive, Nashville, NC 27856, USA"
980591,"Barry Gold School","School","NC",37,"Granville",77,"362958N","0783652W",36.4993087,-78.6144464,NA,NA,NA,NA,126,413,"Stovall","6/17/1980","","Bullock","8899-9013 Grassy Creek Rd, Bullock, NC 27507, USA"
980593,"Basal Creek Church","Church","NC",37,"Wake",183,"353554N","0784953W",35.5982115,-78.8314017,NA,NA,NA,NA,142,466,"Fuquay-Varina","6/17/1980","","Holly Springs","1228 Wilbon Rd, Fuquay Varina, NC 27526, USA"
980604,"Bass Crossroads","Populated Place","NC",37,"Nash",127,"355904N","0780443W",35.9843197,-78.0785999,NA,NA,NA,NA,91,299,"Spring Hope","6/17/1980","","Nashville","7086 Pleasant Grove Church Rd, Nashville, NC 27856, USA"
980613,"Batchelor Crossroads","Populated Place","NC",37,"Nash",127,"355655N","0780058W",35.9484871,-78.0160982,NA,NA,NA,NA,62,203,"Spring Hope","6/17/1980","","Nashville","3246 Old White Oak Rd, Nashville, NC 27856, USA"
980629,"Battle Community Building","Locale","NC",37,"Nash",127,"355557N","0774859W",35.932377,-77.8163684,NA,NA,NA,NA,42,138,"Rocky Mount","6/17/1980","","Rocky Mount","1115 Aycock St, Rocky Mount, NC 27803, USA"
980631,"Battle School","School","NC",37,"Nash",127,"355601N","0774811W",35.9334881,-77.8030345,NA,NA,NA,NA,35,115,"Rocky Mount","6/17/1980","","Rocky Mount","850 S Franklin St, Rocky Mount, NC 27803, USA"
980635,"Baucom School","School","NC",37,"Wake",183,"354414N","0785115W",35.7370962,-78.8541743,NA,NA,NA,NA,153,502,"Apex","6/17/1980","","Apex","400 Hunter St, Apex, NC 27502, USA"
980650,"Bay Church","Church","NC",37,"Onslow",133,"343957N","0772912W",34.6657207,-77.4866329,NA,NA,NA,NA,20,66,"Jacksonville South","6/17/1980","","Jacksonville","299-313 Verona Rd, Jacksonville, NC 28540, USA"
980652,"Bay Creek Church","Church","NC",37,"Pamlico",137,"351204N","0763806W",35.2010007,-76.6349279,NA,NA,NA,NA,1,3,"Vandemere","6/17/1980","","Bayboro","51 Upper Neck Rd, Bayboro, NC 28515, USA"
980664,"Bayleaf","Populated Place","NC",37,"Wake",183,"355639N","0783834W",35.9440381,-78.6427809,NA,NA,NA,NA,130,427,"Bayleaf","6/17/1980","","Raleigh","11705 Six Forks Rd, Raleigh, NC 27614, USA"
980665,"Bayleaf Church","Church","NC",37,"Wake",183,"355701N","0783807W",35.9501492,-78.6352808,NA,NA,NA,NA,122,400,"Bayleaf","6/17/1980","","Raleigh","12028-12098 Possum Track Rd, Raleigh, NC 27614, USA"
980671,"Baysville Church","Church","NC",37,"Scotland",165,"345104N","0793045W",34.8509923,-79.5125474,NA,NA,NA,NA,73,239,"Gibson","6/17/1980","","Laurel Hill","12360 McFarland Rd, Laurel Hill, NC 28351, USA"
980672,"Baysville School","School","NC",37,"Scotland",165,"345103N","0793045W",34.8507146,-79.5125474,NA,NA,NA,NA,72,236,"Gibson","6/17/1980","","Laurel Hill","12360 McFarland Rd, Laurel Hill, NC 28351, USA"
980674,"Beach Grove Church","Church","NC",37,"Craven",49,"350955N","0770715W",35.1651604,-77.1207839,NA,NA,NA,NA,6,20,"Askin","6/17/1980","","New Bern","1035 Washington Post Rd, New Bern, NC 28562, USA"
980700,"Bear Branch Church","Church","NC",37,"Pender",141,"342548N","0780456W",34.4298896,-78.082216,NA,NA,NA,NA,15,49,"Currie","6/17/1980","","Currie","3209 Blueberry Rd, Currie, NC 28435, USA"
980715,"Bear Creek Church","Church","NC",37,"Moore",125,"352612N","0793715W",35.4365325,-79.6208637,NA,NA,NA,NA,135,443,"Robbins","6/17/1980","","Robbins","183 Bear Creek Church Rd, Robbins, NC 27325, USA"
980716,"Bear Creek Church","Church","NC",37,"Chatham",37,"353557N","0792355W",35.5990343,-79.3986326,NA,NA,NA,NA,128,420,"Bear Creek","6/17/1980","","Bear Creek","480 Bonlee Carbonton Rd, Bear Creek, NC 27207, USA"
980727,"Bear Marsh Church","Church","NC",37,"Duplin",61,"350720N","0780239W",35.1221093,-78.0441553,NA,NA,NA,NA,43,141,"Warsaw North","6/17/1980","","Mt Olive","1649 Beautancus Rd, Mt Olive, NC 28365, USA"
980740,"Bear Swamp Church","Church","NC",37,"Halifax",83,"361815N","0775001W",36.3040396,-77.8335924,NA,NA,NA,NA,93,305,"Aurelian Springs","6/17/1980","","Littleton","15227 NC-48, Enfield, NC 27823, USA"
980774,"Beasley Store","Locale","NC",37,"Johnston",101,"351910N","0782841W",35.3193303,-78.4780628,NA,NA,NA,NA,56,184,"Peacocks Crossroads","6/17/1980","","Benson","1351-1605 Holly Grove Rd, Benson, NC 27504, USA"
